staircase.thisTrialN,staircase.stepSize,staircase.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,CorrAns,tilt,key_resp.corr,staircase.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
10,1,20.0,10.878034800000023,,10.86273600000004,10.878034800000023,11.362804399999732,11.362804399999732,11.380341399999907,11.663390400000026,12.248255199999676,left,-20.0,1,1,0.8765306999998757,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
11,1,19.0,12.262877299999673,,12.248395099999925,12.262877299999673,12.762423599999693,12.762423599999693,12.762423599999693,13.063417800000025,14.114260999999715,right,19.0,0,0,1.3434105000001182,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
12,1,20.0,14.12861299999986,,14.114379599999666,14.12861299999986,14.62880019999966,14.62880019999966,14.62880019999966,14.929514099999778,15.650331299999834,right,20.0,0,0,1.0125448000003416,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
13,1,20.0,15.662567699999727,,15.650480400000106,15.662567699999727,16.16227949999984,16.16227949999984,16.16227949999984,16.462822699999833,16.81490649999978,right,20.0,0,0,0.6359761999997318,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
14,1,20.0,16.829751400000077,,16.815063699999882,16.829751400000077,17.329915599999822,17.329915599999822,17.329915599999822,17.628942899999856,18.048033600000053,right,20.0,0,0,0.7035817999999381,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
15,1,20.0,18.0628928000001,,18.04817819999971,18.0628928000001,18.563032600000042,18.563032600000042,18.563032600000042,18.863037300000087,19.147628799999893,left,-20.0,0,0,0.5816491000000497,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
16,1,20.0,19.161756499999683,,19.14770839999983,19.161756499999683,19.662004100000104,19.662004100000104,19.662004100000104,19.962670999999773,20.451193399999738,left,-20.0,0,0,0.7840780999999879,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
17,1,20.0,20.462484099999983,,20.451357299999927,20.462484099999983,20.963027999999667,20.963027999999667,20.963027999999667,21.26276400000006,21.547841199999766,right,20.0,0,0,0.5686486000004152,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
18,1,20.0,21.562329599999885,,21.548000799999954,21.562329599999885,22.06281259999969,22.06281259999969,22.06281259999969,22.363025000000107,22.796726399999898,right,20.0,0,0,0.7169478999999228,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
19,1,20.0,22.812743699999828,,22.79687849999982,22.812743699999828,23.312689599999885,23.312689599999885,23.312689599999885,23.61304889999974,24.113875499999722,left,-20.0,0,0,0.790911000000051,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
20,1,20.0,24.129038600000058,,24.114016900000024,24.129038600000058,24.62941490000003,24.62941490000003,24.62941490000003,24.9291932000001,25.297681999999895,right,20.0,0,0,0.6520188999998027,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
21,1,20.0,25.312474800000018,,25.297828899999786,25.312474800000018,25.812624199999846,25.812624199999846,25.812624199999846,26.112478499999725,26.513663799999904,right,20.0,0,0,0.6859023000001798,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
22,1,20.0,26.529563000000053,,26.51380590000008,26.529563000000053,27.029238799999803,27.029238799999803,27.029238799999803,27.32913839999992,27.697741699999824,right,20.0,0,0,0.6598370000001523,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
23,1,20.0,27.71146550000003,,27.697906399999738,27.71146550000003,28.21143089999987,28.21143089999987,28.21143089999987,28.511936200000036,28.797931000000062,left,-20.0,0,0,0.5715617999999267,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
24,1,20.0,28.811625599999843,,28.798071100000016,28.811625599999843,29.312592499999937,29.312592499999937,29.312592499999937,29.61240369999996,29.912901899999724,right,20.0,0,0,0.5954375000001164,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
25,1,20.0,29.928114499999992,,29.912996399999884,29.928114499999992,30.4122511999999,30.4122511999999,30.428970299999946,30.71204540000008,31.082332099999803,right,20.0,0,0,0.6610617000001184,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
26,1,20.0,31.094913899999938,,31.08248619999995,31.094913899999938,31.59572909999997,31.59572909999997,31.59572909999997,31.89592790000006,32.21338059999971,left,-20.0,0,0,0.6069540000003144,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
27,1,20.0,32.227811199999906,,32.213526399999864,32.227811199999906,32.72805729999982,32.72805729999982,32.72805729999982,33.02876190000006,33.31370489999972,left,-20.0,0,0,0.5779312999998183,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
28,1,20.0,33.32857079999985,,33.313860100000056,33.32857079999985,33.8287777999999,33.8287777999999,33.8287777999999,34.128390299999865,34.549120799999855,right,20.0,0,0,0.7133242999998402,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
29,1,20.0,34.56172119999974,,34.54934370000001,34.56172119999974,35.06214950000003,35.06214950000003,35.06214950000003,35.361453699999856,35.79579569999987,right,20.0,0,0,0.7203503000000637,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
30,1,20.0,35.812219599999935,,35.79599619999999,35.812219599999935,36.31185689999984,36.31185689999984,36.31185689999984,36.61213389999966,36.93410659999972,right,20.0,0,0,0.6169992000000093,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
31,1,20.0,36.944189800000004,,36.93427070000007,36.944189800000004,37.44532889999982,37.44532889999982,37.44532889999982,37.74482769999986,38.012700700000096,right,20.0,0,0,0.5578070000001389,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
32,1,20.0,38.02808479999976,,38.01284149999992,38.02808479999976,38.51076009999997,38.51076009999997,38.5280929999999,38.812621300000046,39.08100569999988,left,-20.0,0,0,0.5619204999998146,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
33,1,20.0,39.094065599999794,,39.08119540000007,39.094065599999794,39.59386799999993,39.59386799999993,39.59386799999993,39.89525669999966,40.71409029999995,left,-20.0,0,0,1.1051755999997113,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
34,1,20.0,40.72724799999969,,40.7142745000001,40.72724799999969,41.22821329999988,41.22821329999988,41.22821329999988,41.52826959999993,41.81349629999977,right,20.0,0,0,0.5797302000000855,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
35,1,20.0,41.82809019999968,,41.81364219999978,41.82809019999968,42.327056099999936,42.327056099999936,42.327056099999936,42.628157999999985,42.87977449999971,right,20.0,0,0,0.5441611000001103,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
36,1,20.0,42.89521740000009,,42.879935399999795,42.89521740000009,43.39402879999989,43.39402879999989,43.41133379999974,43.693802100000084,43.87939929999993,left,-20.0,0,0,0.47034220000023197,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
37,1,20.0,43.89475020000009,,43.879564200000004,43.89475020000009,44.39417729999968,44.39417729999968,44.39417729999968,44.69508559999986,45.04701799999975,left,-20.0,0,0,0.6357531000003291,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
38,1,20.0,45.0612314,,45.047191399999974,45.0612314,45.56146009999975,45.56146009999975,45.56146009999975,45.87826079999968,46.74637669999993,right,20.0,0,0,1.179540999999972,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
39,1,20.0,46.76119119999976,,46.74650389999988,46.76119119999976,47.26140729999997,47.26140729999997,47.26140729999997,47.56101039999976,47.89890299999979,left,-20.0,0,0,0.6272979000000305,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
40,1,20.0,47.91023479999967,,47.89905359999966,47.91023479999967,48.411177099999804,48.411177099999804,48.411177099999804,48.71116619999975,49.46475109999983,left,-20.0,1,1,1.0463987000002817,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
41,1,20.0,49.47718639999994,,49.46491220000007,49.47718639999994,49.97748479999973,49.97748479999973,49.97748479999973,50.27751289999969,50.546120599999995,left,-20.0,0,0,0.5583198999997876,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
42,1,20.0,50.56096979999984,,50.5462736999998,50.56096979999984,51.06119970000009,51.06119970000009,51.06119970000009,51.37779009999986,51.63191280000001,left,-20.0,0,0,0.5655310000001919,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
43,1,20.0,51.64416469999969,,51.6320496999997,51.64416469999969,52.14446730000009,52.14446730000009,52.14446730000009,52.443715399999746,52.679202299999815,left,-20.0,0,0,0.5181356000002779,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
44,1,20.0,52.69386709999981,,52.67934719999994,52.69386709999981,53.19426290000001,53.19426290000001,53.19426290000001,53.49438430000009,53.98067480000009,left,-20.0,0,0,0.7782658000000993,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
45,1,20.0,53.99360690000003,,53.98082629999999,53.99360690000003,54.49446510000007,54.49446510000007,54.49446510000007,54.79447979999986,55.27987759999996,right,20.0,0,0,0.7769027000003916,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
46,1,20.0,55.293273999999656,,55.28003609999996,55.293273999999656,55.79454429999987,55.79454429999987,55.79454429999987,56.09357409999984,56.46452819999968,right,20.0,0,0,0.6615645000001678,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
47,1,20.0,56.476715299999796,,56.4646859999998,56.476715299999796,56.97715759999983,56.97715759999983,56.97715759999983,57.276913499999864,57.62091989999999,right,20.0,0,0,0.6338891000000331,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
48,1,20.0,57.64224819999981,,57.62104980000004,57.64224819999981,58.12647530000004,58.12647530000004,58.14437249999992,58.427596300000005,58.77961659999983,right,20.0,0,0,0.6447920999999042,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
49,1,20.0,58.793862199999694,,58.779759099999865,58.793862199999694,59.29346689999966,59.29346689999966,59.29346689999966,59.59419309999976,59.99788949999993,right,20.0,0,0,0.6967106000001877,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
50,1,20.0,60.009816299999784,,59.99802349999982,60.009816299999784,60.51082859999997,60.51082859999997,60.51082859999997,60.81040200000007,61.29590899999994,left,-20.0,0,0,0.7682989999998426,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
51,1,20.0,61.30901270000004,,61.29606429999967,61.30901270000004,61.81061509999972,61.81061509999972,61.81061509999972,62.11061819999986,62.53074669999978,right,20.0,0,0,0.7149220000001151,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
52,1,20.0,62.54284329999973,,62.53088829999979,62.54284329999973,63.04402660000005,63.04402660000005,63.04402660000005,63.34380689999989,63.846580299999914,left,-20.0,0,0,0.7959874999996828,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
53,1,20.0,63.85935500000005,,63.846735499999795,63.85935500000005,64.36063590000003,64.36063590000003,64.36063590000003,64.6604299999999,64.76201339999989,left,-20.0,1,1,0.39125659999990603,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
54,1,20.0,64.7770129999999,,64.76216290000002,64.7770129999999,65.27701649999972,65.27701649999972,65.27701649999972,65.57684759999984,65.61266419999993,right,20.0,1,1,0.3278709000001072,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
55,1,20.0,65.62679209999988,,65.61280029999989,65.62679209999988,66.12693439999975,66.12693439999975,66.12693439999975,66.4273390999997,66.84576509999988,right,20.0,0,0,0.7025894999997035,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
56,1,20.0,66.86005889999979,,66.8459327999999,66.86005889999979,67.36016229999996,67.36016229999996,67.36016229999996,67.65963229999988,67.86357539999972,right,20.0,0,0,0.49739980000003925,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
57,1,20.0,67.87648009999975,,67.86372649999976,67.87648009999975,68.37634230000003,68.37634230000003,68.37634230000003,68.67627700000003,68.94612509999979,right,20.0,0,0,0.5604272000000492,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
58,1,20.0,68.95960909999985,,68.94628359999979,68.95960909999985,69.45905689999972,69.45905689999972,69.45905689999972,69.76036709999971,69.99470669999982,left,-20.0,0,0,0.5246084000000337,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
59,1,20.0,70.00978779999969,,69.99486049999996,70.00978779999969,70.51005269999996,70.51005269999996,70.51005269999996,70.81001179999976,71.26332009999987,right,20.0,0,0,0.7446572000003471,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
60,1,20.0,71.27584649999972,,71.26345179999998,71.27584649999972,71.77676840000004,71.77676840000004,71.77676840000004,72.0765523,72.59417299999996,right,20.0,0,0,0.806949799999984,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
61,1,20.0,72.6103764999998,,72.59431369999993,72.6103764999998,73.09278029999996,73.09278029999996,73.10969479999994,73.39337579999983,74.11291489999985,left,-20.0,0,0,1.0140243999999257,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
62,1,20.0,74.12564629999997,,74.11304599999994,74.12564629999997,74.6264314,74.6264314,74.6264314,74.92632649999996,75.21169069999996,left,-20.0,0,0,0.570443399999931,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
63,1,20.0,75.22614569999996,,75.21188849999999,75.22614569999996,75.72658569999976,75.72658569999976,75.72658569999976,76.02570049999986,76.31128739999986,left,-20.0,0,0,0.5745921000002454,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
64,1,20.0,76.32584659999975,,76.31144300000005,76.32584659999975,76.82690339999999,76.82690339999999,76.82690339999999,77.12608460000001,77.4960486,right,20.0,1,1,0.6620235000000321,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
65,1,20.0,77.50868589999982,,77.49619429999984,77.50868589999982,78.00987200000009,78.00987200000009,78.00987200000009,78.3096516999999,78.96365239999977,right,20.0,0,0,0.9432803999998214,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
66,1,20.0,78.97575779999988,,78.96379290000004,78.97575779999988,79.47629890000007,79.47629890000007,79.47629890000007,79.77646539999978,80.04421879999973,left,-20.0,0,0,0.5567214999996395,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
67,1,20.0,80.05922529999998,,80.0443624999998,80.05922529999998,80.55945339999971,80.55945339999971,80.55945339999971,80.85933759999989,81.22746099999995,right,20.0,0,0,0.6515807000000677,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
68,1,20.0,81.24246189999985,,81.22761719999971,81.24246189999985,81.74281239999982,81.74281239999982,81.74281239999982,82.0415138999997,82.2623349999999,left,-20.0,0,0,0.5105432000000292,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
69,1,20.0,82.27540329999965,,82.2624894999999,82.27540329999965,82.77637259999983,82.77637259999983,82.77637259999983,83.0760492999998,83.54362249999986,right,20.0,0,0,0.7543062999998256,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
70,1,20.0,83.55919929999982,,83.54380820000006,83.55919929999982,84.05911160000005,84.05911160000005,84.05911160000005,84.35880899999984,84.81029020000005,right,20.0,0,0,0.7411025999999765,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
71,1,20.0,84.82567949999975,,84.81044709999969,84.82567949999975,85.30902179999975,85.30902179999975,85.3251495999998,85.60935269999982,85.91053039999997,left,-20.0,0,0,0.5913338000000294,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
72,1,20.0,85.92542379999986,,85.91068129999985,85.92542379999986,86.4258706999999,86.4258706999999,86.4258706999999,86.72689659999969,87.14572199999975,left,-20.0,0,0,0.7108771000002889,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
73,1,20.0,87.15868259999979,,87.14588189999995,87.15868259999979,87.65891409999995,87.65891409999995,87.65891409999995,87.95790009999973,88.32770129999972,left,-20.0,0,0,0.6528403000002072,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
74,1,20.0,88.34174609999991,,88.32790529999966,88.34174609999991,88.84113660000003,88.84113660000003,88.84113660000003,89.1422921999997,89.32825520000006,left,-20.0,0,0,0.48160539999980756,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
75,1,20.0,89.34207930000002,,89.3283951999997,89.34207930000002,89.84246889999986,89.84246889999986,89.84246889999986,90.14263239999991,90.57703289999972,right,20.0,0,0,0.7163580000001275,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
76,1,20.0,90.59257609999986,,90.57719289999977,90.59257609999986,91.09471910000002,91.09471910000002,91.09471910000002,91.4088713000001,91.96185629999991,right,20.0,0,0,0.8592481999999109,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
77,1,20.0,91.97425649999968,,91.96201100000008,91.97425649999968,92.47432869999966,92.47432869999966,92.47432869999966,92.77543999999989,92.83027670000001,left,-20.0,0,0,0.3505062000003818,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
78,1,20.0,92.84132739999995,,92.83040630000005,92.84132739999995,93.34208189999981,93.34208189999981,93.34208189999981,93.6413136000001,93.85988730000008,right,20.0,0,0,0.5013481000000866,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
79,1,20.0,93.87495760000002,,93.86006640000005,93.87495760000002,94.37528209999982,94.37528209999982,94.37528209999982,94.6758735999997,94.8102101999998,left,-20.0,0,0,0.4207040999999663,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
80,1,20.0,94.82526469999993,,94.81035750000001,94.82526469999993,95.3251949999999,95.3251949999999,95.3251949999999,95.62506499999972,97.27637499999992,right,20.0,1,1,1.9386390999998184,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
81,1,20.0,97.2916151999998,,97.27651999999989,97.2916151999998,97.77461769999991,97.77461769999991,97.7915183,,98.04360139999972,left,-20.0,1,1,0.25295150000010835,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
82,0.5,20.0,98.05770769999981,,98.04372329999978,98.05770769999981,98.55859169999985,98.55859169999985,98.55859169999985,98.87446569999975,98.9263519000001,right,20.0,1,1,0.3521222999997917,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
83,0.5,19.5,98.94083929999988,,98.926512,98.94083929999988,99.44173349999983,99.44173349999983,99.44173349999983,,99.64547689999972,right,19.5,1,1,0.19778489999998783,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
84,0.5,19.5,99.65770139999995,,99.64563520000002,99.65770139999995,100.1571657999998,100.1571657999998,100.1571657999998,,100.38065039999992,right,19.5,1,1,0.2174627999997938,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
85,0.5,19.5,100.39058169999998,,100.38078059999998,100.39058169999998,100.89166720000003,100.89166720000003,100.89166720000003,,101.06037250000008,right,19.5,1,1,0.16386550000015632,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
86,0.5,19.0,101.07441489999974,,101.06050179999966,101.07441489999974,101.57475589999967,101.57475589999967,101.57475589999967,101.87516929999992,102.07680699999992,left,-19.0,0,0,0.4845279999999548,841654,001,2024-09-06_12h14.51.774,Adaptive staircase,2024.1.5,None,2024-09-06 12h14.55.793925 +0530,
