staircase.thisTrialN,staircase.stepSize,staircase.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,0.13834760000463575,,0.005885300022782758,0.13834760000463575,0.5222769000101835,0.5222769000101835,0.6407130000006873,0.8240828000125475,7.641072200000053,,,,,,,,
