staircase.thisTrialN,staircase.stepSize,staircase.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,0.04218389999999772,,0.026010699999972076,0.04218389999999772,0.5411856999999713,0.5411856999999713,0.5572134999999889,0.8408147999999755,,,,,,,,
