staircase.thisTrialN,staircase.stepSize,staircase.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,0.037933099999975184,,0.02228679999996075,0.037933099999975184,0.5376368999999954,0.5376368999999954,0.5537698999999634,0.8370550999999864,,,,,,,,
