staircase.thisTrialN,staircase.stepSize,staircase.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,0.29406819998985156,,0.1604992999928072,0.29406819998985156,0.6069032999803312,0.6069032999803312,0.8049814999976661,0.9209707999834791,,,,,,,,
