staircase.thisTrialN,staircase.stepSize,staircase.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,CorrAns,tilt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,0.02986009998130612,,0.0104527999938,0.02986009998130612,0.5436489999992773,0.5436489999992773,0.5624152999953367,0.8465359999972861,1.8187412999977823,right,10.0,,,,,,,,
