staircase.thisTrialN,staircase.stepSize,staircase.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,CorrAns,tilt,key_resp.corr,staircase.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
11,2,20.0,15.325867300000027,,15.310386299999664,15.325867300000027,15.826380999999856,15.826380999999856,15.826380999999856,16.126049599999988,16.510372899999766,right,20.0,0,0,0.6742448999998487,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
12,1,20.0,16.52588539999988,,16.510497999999643,16.52588539999988,17.008750899999995,17.008750899999995,17.025717099999838,17.309677100000044,17.42698029999974,right,20.0,1,1,0.4083338000000367,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
13,1,19.0,17.442632899999808,,17.427140599999802,17.442632899999808,17.94243469999992,17.94243469999992,17.94243469999992,18.242834299999686,23.76506309999968,left,-19.0,0,0,5.816932100000031,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
14,1,20.0,23.790672899999663,,23.7651979999996,23.790672899999663,24.27561939999987,24.27561939999987,24.29014419999976,24.575660199999675,25.060731499999747,left,-20.0,0,0,0.7693961999998464,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
15,1,20.0,25.075153999999657,,25.060927399999855,25.075153999999657,25.575634199999968,25.575634199999968,25.575634199999968,25.874177899999722,26.21049479999965,right,20.0,0,0,0.6248013999997966,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
16,1,20.0,26.22519169999987,,26.210643699999764,26.22519169999987,26.70893879999994,26.70893879999994,26.72556459999987,27.008345199999894,27.14411139999993,left,-20.0,0,0,0.4189521000002969,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
17,1,20.0,27.15868249999994,,27.144305899999836,27.15868249999994,27.65909769999962,27.65909769999962,27.65909769999962,27.95881369999961,28.012649499999952,right,20.0,0,0,0.34565489999977217,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
18,1,20.0,28.02446699999973,,28.012796199999684,28.02446699999973,28.52536579999969,28.52536579999969,28.52536579999969,28.82548799999995,29.126528999999664,left,-20.0,0,0,0.5881029000001945,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
19,1,20.0,29.141700199999832,,29.126674699999967,29.141700199999832,29.64200699999992,29.64200699999992,29.64200699999992,29.942219600000044,29.963064799999756,right,20.0,0,0,0.3159490000002734,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
20,1,20.0,29.974630700000034,,29.963220799999817,29.974630700000034,30.47521800000004,30.47521800000004,30.47521800000004,30.77503979999983,33.52662859999964,right,20.0,1,1,3.042659900000217,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
21,1,20.0,33.54112159999977,,33.526778999999806,33.54112159999977,34.04082840000001,34.04082840000001,34.04082840000001,34.34088029999975,34.71302799999967,left,-20.0,0,0,0.6647772999999688,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
22,1,20.0,34.724352799999906,,34.71316509999997,34.724352799999906,35.22538209999993,35.22538209999993,35.22538209999993,35.524873699999716,36.14484569999968,right,20.0,0,0,0.9113130999999157,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
23,1,20.0,36.1576157999998,,36.145003299999644,36.1576157999998,36.65803109999979,36.65803109999979,36.65803109999979,36.95706169999994,37.04216859999997,left,-20.0,0,0,0.37473229999977775,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
24,1,20.0,37.05898049999996,,37.042314799999986,37.05898049999996,37.55817059999981,37.55817059999981,37.57483579999962,37.85768899999994,38.76244889999998,right,20.0,0,0,1.1960690000000795,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
25,1,20.0,38.77408409999998,,38.76259600000003,38.77408409999998,39.27492559999973,39.27492559999973,39.27492559999973,39.5914029999999,40.093612199999825,right,20.0,1,1,0.8029671999997845,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
26,1,20.0,40.10811389999981,,40.09375809999983,40.10811389999981,40.60793629999989,40.60793629999989,40.60793629999989,40.90708779999977,41.40981059999967,left,-20.0,1,1,0.7868812000001526,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
27,1,20.0,41.424121000000014,,41.41004239999984,41.424121000000014,41.92401969999992,41.92401969999992,41.92401969999992,42.22444849999965,42.57820670000001,left,-20.0,0,0,0.6454184999997779,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
28,1,20.0,42.59038959999998,,42.57836129999987,42.59038959999998,43.09184749999986,43.09184749999986,43.09184749999986,43.407979299999624,43.80913529999998,right,20.0,0,0,0.707797600000049,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
29,1,20.0,43.82418819999975,,43.80927870000005,43.82418819999975,44.30794359999982,44.30794359999982,44.32251139999971,44.60804049999979,44.82702089999975,left,-20.0,0,0,0.5035528999997041,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
30,1,20.0,44.840538599999945,,44.82717909999974,44.840538599999945,45.34154599999965,45.34154599999965,45.34154599999965,45.64082489999964,45.710620299999846,right,20.0,0,0,0.36042219999990266,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
31,1,20.0,45.72406860000001,,45.710816299999806,45.72406860000001,46.22403239999994,46.22403239999994,46.22403239999994,46.5238817999998,46.77576569999974,left,-20.0,0,0,0.5393193999998402,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
32,1,20.0,46.79079559999991,,46.77591499999971,46.79079559999991,47.29080739999972,47.29080739999972,47.29080739999972,47.5909416999998,47.626386399999774,left,-20.0,1,1,0.322410299999774,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
33,1,20.0,47.64103679999971,,47.6265486999996,47.64103679999971,48.140982299999905,48.140982299999905,48.140982299999905,48.45659039999964,49.0918929999998,left,-20.0,0,0,0.9381804999998167,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
34,1,20.0,49.10739489999969,,49.09206119999999,49.10739489999969,49.606897599999684,49.606897599999684,49.606897599999684,49.90717359999962,50.3127900999998,left,-20.0,0,0,0.7006495000000541,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
35,1,20.0,50.323225699999966,,50.312929599999734,50.323225699999966,50.82398489999969,50.82398489999969,50.82398489999969,51.124360499999966,51.55806029999985,left,-20.0,0,0,0.7193954000003941,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
36,1,20.0,51.57195069999989,,51.558376699999826,51.57195069999989,52.074092199999996,52.074092199999996,52.074092199999996,52.373203399999966,52.72750629999973,left,-20.0,0,0,0.6480532999999014,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
37,1,20.0,52.73991769999975,,52.727650999999696,52.73991769999975,53.24039909999965,53.24039909999965,53.24039909999965,53.557340999999724,54.06097689999979,right,20.0,0,0,0.8125092999998742,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
38,1,20.0,54.07315129999961,,54.06111769999961,54.07315129999961,54.57379149999997,54.57379149999997,54.57379149999997,54.87388269999974,55.743037999999615,right,20.0,1,1,1.1549701000003552,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
39,1,20.0,55.75738049999973,,55.74318399999993,55.75738049999973,56.25775939999994,56.25775939999994,56.25775939999994,56.571857799999634,57.40975499999968,left,-20.0,0,0,1.1343408000002455,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
40,1,20.0,57.422469699999965,,57.40990829999964,57.422469699999965,57.92279189999999,57.92279189999999,57.92279189999999,58.222256000000016,58.292314799999986,right,20.0,0,0,0.357345400000213,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
41,1,20.0,58.306308700000045,,58.29247699999996,58.306308700000045,58.80726949999962,58.80726949999962,58.80726949999962,59.1069023,59.5618615999997,left,-20.0,0,0,0.7488878999997723,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
42,1,20.0,59.57319929999994,,59.56201239999973,59.57319929999994,60.073382599999604,60.073382599999604,60.073382599999604,60.37358129999984,60.527343199999905,left,-20.0,1,1,0.4466603999999279,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
43,1,20.0,60.539444099999855,,60.52748819999988,60.539444099999855,61.040083200000026,61.040083200000026,61.040083200000026,61.339597599999706,61.84142699999984,right,20.0,0,0,0.79230890000008,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
44,1,20.0,61.85776619999979,,61.841575199999625,61.85776619999979,62.35642699999971,62.35642699999971,62.35642699999971,62.65551919999962,64.07453159999977,right,20.0,1,1,1.7089886999997361,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
45,1,20.0,64.08983529999978,,64.07469199999969,64.08983529999978,64.5900689,64.5900689,64.5900689,64.88975889999983,67.23923909999985,right,20.0,0,0,2.6433038000000124,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
46,1,20.0,67.25571139999965,,67.23933790000001,67.25571139999965,67.73881649999976,67.73881649999976,67.75629419999996,68.03966589999982,73.94106069999998,right,20.0,1,1,6.192060500000025,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
47,1,20.0,73.9565447,,73.94127479999997,73.9565447,74.45630279999978,74.45630279999978,74.45630279999978,74.77188159999969,74.79492009999967,right,20.0,0,0,0.3316098999998758,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
48,1,20.0,74.80527510000002,,74.79520759999969,74.80527510000002,75.30526399999962,75.30526399999962,75.30526399999962,75.60539309999967,76.1104293999997,right,20.0,0,0,0.7960889000000861,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
49,1,20.0,76.12186759999986,,76.1105749999997,76.12186759999986,76.62235239999973,76.62235239999973,76.62235239999973,76.92267179999999,77.54504589999988,right,20.0,0,0,0.9126150000001871,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
50,1,20.0,77.55456209999966,,77.5451850999998,77.55456209999966,78.05466369999976,78.05466369999976,78.05466369999976,78.35599709999997,81.9567689999999,right,20.0,0,0,3.8909137999999075,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
51,1,20.0,81.97208890000002,,81.95692680000002,81.97208890000002,82.47253109999974,82.47253109999974,82.47253109999974,82.78958829999965,83.05563889999985,left,-20.0,0,0,0.575562600000012,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
52,1,20.0,83.07274149999967,,83.05579109999962,83.07274149999967,83.5550616999999,83.5550616999999,83.5889903999996,83.85542450000003,84.62409959999968,right,20.0,1,1,1.0581053999999313,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
53,1,20.0,84.63777179999988,,84.6242645999996,84.63777179999988,85.13814309999998,85.13814309999998,85.13814309999998,85.43864099999973,109.62195459999975,right,20.0,1,1,24.4742997000003,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
54,1,20.0,109.63723019999998,,109.62213949999978,109.63723019999998,110.13735369999995,110.13735369999995,110.13735369999995,110.43765059999987,110.7208558999996,right,20.0,0,0,0.5741387999996732,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
55,1,20.0,110.73676619999969,,110.72099789999993,110.73676619999969,111.22113619999982,111.22113619999982,111.23732849999988,111.52092379999976,111.84102089999988,right,20.0,0,0,0.6108328999998776,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
56,1,20.0,111.85303629999999,,111.84121059999961,111.85303629999999,112.3537793999999,112.3537793999999,112.3537793999999,112.65377119999994,114.78913329999978,left,-20.0,0,0,2.4204619000001912,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
57,1,20.0,114.80344519999971,,114.7892880999998,114.80344519999971,115.30277949999982,115.30277949999982,115.30277949999982,115.60275239999964,116.05514809999977,left,-20.0,0,0,0.738878200000272,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
58,1,20.0,116.06990909999968,,116.05529869999964,116.06990909999968,116.57014019999997,116.57014019999997,116.57014019999997,116.87015329999986,117.17602799999986,left,-20.0,0,0,0.5993382999999994,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
59,1,20.0,117.18588659999978,,117.17617419999988,117.18588659999978,117.68634049999991,117.68634049999991,117.68634049999991,117.98725019999983,118.33835219999992,left,-20.0,0,0,0.6362730000000738,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
60,1,20.0,118.35319429999981,,118.33856369999967,118.35319429999981,118.85314199999993,118.85314199999993,118.85314199999993,119.15347619999966,119.48814730000004,left,-20.0,0,0,0.6247478000000228,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
61,1,20.0,119.50308079999968,,119.48830939999971,119.50308079999968,120.0034926999997,120.0034926999997,120.0034926999997,120.30277909999995,120.58846449999965,left,-20.0,0,0,0.5708805999997821,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
62,1,20.0,120.60323169999992,,120.5886986999999,120.60323169999992,121.10233189999963,121.10233189999963,121.10233189999963,121.40326499999992,121.78886909999983,right,20.0,0,0,0.6689205000002403,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
63,1,20.0,121.80299979999972,,121.78904749999992,121.80299979999972,122.30348079999976,122.30348079999976,122.30348079999976,122.60347289999982,124.44103989999985,right,20.0,0,0,2.1326828000001115,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
64,1,20.0,124.45278549999966,,124.44118779999962,124.45278549999966,124.95309409999982,124.95309409999982,124.95309409999982,125.25224829999979,125.25470019999966,right,20.0,1,1,0.2897595999997975,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
65,1,20.0,125.26923559999977,,125.25485279999975,125.26923559999977,125.7700749999999,125.7700749999999,125.7700749999999,126.08654419999993,127.22137489999977,left,-20.0,0,0,1.4391691999999239,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
66,1,20.0,127.23579810000001,,127.22150209999973,127.23579810000001,127.73540289999983,127.73540289999983,127.73540289999983,128.0360701999998,129.49144969999998,right,20.0,0,0,1.7506792999997742,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
67,1,20.0,129.50238779999972,,129.49158529999977,129.50238779999972,130.00304159999996,130.00304159999996,130.00304159999996,130.30297429999973,131.02312819999997,right,20.0,0,0,1.0130730999999287,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
68,1,20.0,131.03542549999975,,131.02326999999968,131.03542549999975,131.53595459999997,131.53595459999997,131.53595459999997,131.8354559999998,132.1882730999996,left,-20.0,0,0,0.6405769000002692,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
69,1,20.0,132.20206439999993,,132.18843930000003,132.20206439999993,132.70254799999975,132.70254799999975,132.70254799999975,133.00270969999974,133.42269709999982,left,-20.0,0,0,0.7131703000000016,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
70,1,20.0,133.43566629999987,,133.42287199999964,133.43566629999987,133.93534279999994,133.93534279999994,133.93534279999994,134.23521159999973,136.42117359999975,right,20.0,0,0,2.4689377999998214,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
71,1,20.0,136.43560089999983,,136.4213649999997,136.43560089999983,136.93576159999975,136.93576159999975,136.93576159999975,137.25257479999982,137.57078009999987,right,20.0,0,0,0.6240658000001531,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
72,1,20.0,137.58529009999984,,137.57093799999984,137.58529009999984,138.0847334,138.0847334,138.0847334,138.3854806999998,140.99075959999982,right,20.0,0,0,2.8984393000000637,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
73,1,20.0,141.0008275,,140.99092109999992,141.0008275,141.5025713,141.5025713,141.5025713,141.80173259999992,142.4374859999998,right,20.0,0,0,0.9188371999998708,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
74,1,20.0,142.45165709999992,,142.43765489999987,142.45165709999992,142.9522764999997,142.9522764999997,142.9522764999997,143.25298199999997,152.3390030999999,right,20.0,0,0,9.378000500000326,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
75,1,20.0,152.3505256999997,,152.33914879999975,152.3505256999997,152.85061819999964,152.85061819999964,152.85061819999964,153.15150989999984,154.45252289999962,right,20.0,0,0,1.5875224000001253,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
76,1,20.0,154.4670059,,154.45266879999963,154.4670059,154.96810349999987,154.96810349999987,154.96810349999987,155.26789439999993,155.66945749999968,left,-20.0,0,0,0.6879917999999634,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
77,1,20.0,155.68401519999998,,155.6696121,155.68401519999998,156.18556179999996,156.18556179999996,156.18556179999996,156.50015959999973,156.88823409999986,left,-20.0,0,0,0.6983916000003774,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
78,1,20.0,156.90106539999988,,156.88840709999977,156.90106539999988,157.40131329999986,157.40131329999986,157.40131329999986,157.70119269999986,157.9560280999999,right,20.0,0,0,0.5479528000000755,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
79,1,20.0,157.96725119999974,,157.95616840000002,157.96725119999974,158.4677575999999,158.4677575999999,158.4677575999999,158.76770269999997,159.10292619999973,left,-20.0,0,0,0.6185380000001715,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
80,1,20.0,159.1175232999999,,159.1031195999999,159.1175232999999,159.6166543999998,159.6166543999998,159.6166543999998,159.91785729999992,160.65574389999983,left,-20.0,1,1,1.0324357999998028,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
81,1,20.0,160.66703559999996,,160.65588219999972,160.66703559999996,161.16823609999983,161.16823609999983,161.16823609999983,161.46776329999966,161.66951919999974,left,-20.0,0,0,0.4888332000000446,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
82,1,20.0,161.6848442999999,,161.66968180000003,161.6848442999999,162.18383409999979,162.18383409999979,162.18383409999979,162.48352149999982,162.48596799999996,right,20.0,0,0,0.2873773999999685,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
83,1,20.0,162.5005240999999,,162.48612000000003,162.5005240999999,163.0008399999997,163.0008399999997,163.0008399999997,163.30074990000003,163.3217399,right,20.0,1,1,0.31091120000019146,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
84,1,20.0,163.3339361999997,,163.32188180000003,163.3339361999997,163.83348969999997,163.83348969999997,163.83348969999997,164.13364339999998,164.11918239999977,right,20.0,0,0,0.2744425000000774,665339,001,2024-09-06_12h10.18.535,Adaptive staircase,2024.1.5,None,2024-09-06 12h10.19.945180 +0530,
,,,164.13364339999998,,164.11934829999973,164.13364339999998,164.63466549999976,164.63466549999976,164.63466549999976,164.95040589999962,,,,,,,,,,,,,,
