staircase.thisTrialN,staircase.stepSize,staircase.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,0.11933319998206571,,0.07805539999390021,0.11933319998206571,0.550463099963963,0.550463099963963,0.6335867999587208,0.8669829999562353,,,,,,,,
