staircase.thisTrialN,staircase.stepSize,staircase.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,0.030791299999975763,,0.012373400000001311,0.030791299999975763,0.5473547999999937,0.5473547999999937,0.5640296999999919,0.8478915000000029,,,,,,,,
