staircase.thisTrialN,staircase.stepSize,staircase.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,0.041405900000029305,,0.026046800000017356,0.041405900000029305,0.5408361000000355,0.5408361000000355,0.5564863000000173,0.8404674999999884,,,,,,,,
