staircase.thisTrialN,staircase.stepSize,staircase.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,0.030792599980486557,,0.01134159998036921,0.030792599980486557,0.5280813999997918,0.5280813999997918,0.5467930999875534,0.8481094999879133,2.242816699988907,,,,,,,,
