staircase.thisTrialN,staircase.stepSize,staircase.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,0.04874289999997927,,0.029684800000040923,0.04874289999997927,0.5687101000000894,0.5687101000000894,0.5977697999999236,0.8803370999999061,,,,,,,,
